partite_perse,player_id,nemesis_id,player_name,nemesis_name
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201610,201610,Zarina Diyas,Zarina Diyas
2,201612,201612,Junri Namigata,Junri Namigata
2,201613,201613,Arina Rodionova,Arina Rodionova
2,201613,201613,Arina Rodionova,Arina Rodionova
2,201613,201613,Arina Rodionova,Arina Rodionova
2,201613,201613,Arina Rodionova,Arina Rodionova
2,201613,201613,Arina Rodionova,Arina Rodionova
2,201613,201613,Arina Rodionova,Arina Rodionova
2,201613,201613,Arina Rodionova,Arina Rodionova
2,201618,201618,Fatma Al Nabhani,Fatma Al Nabhani
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201666,201666,Cagla Buyukakcay,Cagla Buyukakcay
2,201667,201667,Ling Zhang,Ling Zhang
2,201667,201667,Ling Zhang,Ling Zhang
2,201670,201670,Amra Sadikovic,Amra Sadikovic
2,201672,201672,Nigina Abduraimova,Nigina Abduraimova
2,201701,201701,Basak Eraydin,Basak Eraydin
2,202058,202058,Thiago Agustin Tirante,Thiago Agustin Tirante
2,202122,202122,Yuta Shimizu,Yuta Shimizu
2,202122,202122,Yuta Shimizu,Yuta Shimizu
2,202167,202167,Tyler Lu,Tyler Lu
2,202178,202178,Mateus De Carvalho Cardoso Alves,Mateus De Carvalho Cardoso Alves
2,202235,202235,Jacopo Berrettini,Jacopo Berrettini
2,202279,202279,Leopold Zima,Leopold Zima
2,202318,202318,Roy Smith,Roy Smith
2,202318,202318,Roy Smith,Roy Smith
2,202322,202322,Erik Holt Crossman,Erik Holt Crossman
2,202327,202327,Marko Miladinovic,Marko Miladinovic
2,202354,202354,Matthew Dellavedova,Matthew Dellavedova
2,202354,202354,Matthew Dellavedova,Matthew Dellavedova
2,202356,202356,Tsung Hao Huang,Tsung Hao Huang
2,202358,202358,Chun Hsin Tseng,Chun Hsin Tseng
2,202359,202359,Marvin Moeller,Marvin Moeller
2,202385,202385,Jenson Brooksby,Jenson Brooksby
2,202385,202385,Jenson Brooksby,Jenson Brooksby
2,202398,202398,Michael Vrbensky,Michael Vrbensky
2,202398,202398,Michael Vrbensky,Michael Vrbensky
2,202422,202422,Shuko Aoyama,Shuko Aoyama
2,202424,202424,Conny Perrin,Conny Perrin
2,202424,202424,Conny Perrin,Conny Perrin
2,202426,202426,Julia Boserup,Julia Boserup
2,202436,202436,Reka Luca Jani,Reka Luca Jani
2,202443,202443,Valeria Savinykh,Valeria Savinykh
